movie_name,movie_description,target,id
Nadine,"Hairdresser Nadine Hightower (Kim Basinger) wants to retrieve the risqué photos she once posed for, but when she visits the photographer (Jerry Stiller) at his office, he's murdered by an intruder. Nadine talks her estranged husband, Vernon (Jeff Bridges), into going along when she returns to the office, where they stumble across plans for a less than legal construction project. But when Vernon tries to turn the documents into a cash windfall, he and Nadine are pursued by goons with guns.",Mystery,d2faaf9c
Richard III,"A murderous lust for the British throne sees Richard III (Ian McKellen) descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension -- among them his brother, his nephews and his brother's wife (Annette Bening). When the Duke of Buckingham (Jim Broadbent) deserts him, Richard's plans are compromised.",Drama,160dbdaf
Soul Plane,"Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade (Kevin Hart) files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack (Snoop ""Doggy"" Dogg), the airline hits a snag when it has to deal with the family of Elvis Hunkee (Tom Arnold).",Comedy,0987d15f
White Noise,"Architect Jonathan Rivers (Michael Keaton) is happily married to author Anna (Chandra West), but tragedy strikes when she is killed in an accident. Deep in grief, Jonathan hears from Raymond Price (Ian McNeice), who claims that he has intercepted messages from Anna via electronic voice phenomena. Jonathan eventually comes to believe Raymond's claims, but, as he is drawn further into investigating the phenomenon, a sinister supernatural presence invades his life.",Mystery,d02fdd0a
Adam Had Four Sons,"Emilie Gallatin (Ingrid Bergman) works as governess for the wealthy Stoddard clan, but she also serves as a maternal figure when mother Molly (Fay Wray) dies. After the head of the family, Adam (Warner Baxter), loses much of his fortune, he has to send his boys off to boarding school and part with Emilie, the object of his affections. Years later, Emilie reunites with Adam and his sons, but their contentment may be short-lived when the scheming Hester (Susan Hayward) marries into the family.",Drama,b3ecb533
An Unfinished Life,"Einar (Robert Redford), a recovering alcoholic rancher who lives with his loyal pal Mitch (Morgan Freeman), gets an unexpected visit from his daughter-in-law, Jean (Jennifer Lopez), and granddaughter, Griff (Becca Gardner). Einar holds a grudge against Jean because he feels she's responsible for his son's accidental death, but he reluctantly lets her stay at the farm when he learns that she's trapped in a violent relationship. Over time, they grow closer and try to heal their emotional wounds.",Drama,94c05360
The Fox and the Hound,"After his mother is killed, Tod the fox (Mickey Rooney) is taken in by the kindly Widow Tweed (Jeanette Nolan). He soon befriends the neighbor's new hound dog, Copper (Kurt Russell). The two are inseparable, but their friendship is hampered by their masters and by the fact that they are, by nature, enemies. They grow apart as they grow older; Copper has become a strong hunting dog and Tod a wild fox. The pair must overcome their inherent differences in order to salvage their friendship.",Kids,e41464dd
The Haunted Palace,"Condemned warlock Joseph Curwen (Vincent Price) curses a New England village just before being burned alive. More than a century later, Curwen's kindly great-great grandson Charles Ward (also Price) arrives in town and moves into Curwen's old mansion. Caretaker Simon Orne (Lon Chaney Jr.) helps Charles and his wife Ann (Debra Paget) adjust to their new home. The ancient curse, however, takes hold of Joseph, awakening inside him a long-dormant evil passed on through blood.",Horror,0070c6cd
The Legend of 1900,"On New Year's Day 1900, Danny (Bill Nunn), a crew member on an ocean liner, finds a deserted infant and decides to adopt him, nicknaming him ""1900."" As an adult, the eccentric 1900 (Tim Roth) grows into a remarkable musician aboard the boat. Rumors of his brilliant piano playing eventually reach the shore, and his pal Max (Pruitt Taylor Vince) believes that success surely awaits 1900 on land. The only problem, however, is that the enigmatic pianist is loath to embrace life away from the ship.",Drama,c42cddf8
The Proposition,"In 1880s Australia, a lawman (Ray Winstone) offers renegade Charlie Burns (Guy Pearce) a difficult choice. In order to save his younger brother from the gallows, Charlie must hunt down and kill his older brother (Danny Huston), who is wanted for rape and murder. Venturing into one of the Outback's most inhospitable regions, Charlie faces a terrible moral dilemma that can end only in violence.",Drama,dbb63479
The Wild,"An adolescent lion (Kiefer Sutherland) who was raised in captivity finds himself accidentally plucked from the New York Zoo and deposited in Africa. Meanwhile, the friends he left behind at the zoo must put aside their differences to help bring him home safely.",Kids,13428db1
Top Five,"Though he began in stand-up comedy, Andre Allen (Chris Rock) hit the big-time as the star of a trilogy of action-comedies about a talking bear. Andre is forced to spend the day with Chelsea (Rosario Dawson) a profile writer for the New York Times, whose film critic has just panned Andre's passion project about the Haitian Revolution. Unexpectedly, Andre opens up to Chelsea, and as they wind their way across New York, Andre tries to get back in touch with his comedic roots.",Comedy,3cffb721
Trouble With the Curve,"For decades Gus Lobel (Clint Eastwood) has been one of baseball's best scouts -- but now his age is catching up with him. Still, he refuses to be benched even though his bosses are questioning his judgment. Tasked with checking out the country's hottest batting prospect, Gus is forced to accept help from his daughter, Mickey (Amy Adams). Though they haven't spent time together in years, father and daughter make new discoveries about their shared past, which could change their future.",Drama,3006f5bf
A Little Bit of Heaven,"New Orleans ad executive Marley Corbett (Kate Hudson) is a free-spirited woman who embraces her easy sexuality, shuns commitment, and gains support and strength from a close circle of friends. Then Marley learns she has terminal colon cancer. Despite her determination not to be tied down in a serious relationship, Marley finds herself falling in love with her handsome doctor (Gael García Bernal), even as her health slowly deteriorates.",Comedy,ab0646bb
Alvin and the Chipmunks: Chipwrecked,"Dave Seville (Jason Lee), the Chipmunks (Justin Long, Matthew Gray Gubler, Jesse McCartney) and the Chipettes are taking a luxury cruise to the International Music Awards. Of course, Alvin cannot resist the urge to create havoc, and the singing rodents soon find themselves marooned on a seemingly deserted island. While Dave and an unlikely ally launch a search, Alvin and company discover that they are not alone on the island, as they first thought.",Kids,5e862f0f
Basic Instinct 2,"After a crash that kills her boyfriend, Catherine Tramell (Sharon Stone) has her car searched by the police, who find illegal drugs. Prosecutors handling her case send Tramell to see psychiatrist Michael Glass (David Morrissey). Glass determines that Tramell, a novelist whose books deal with sensational murders, might just be a dangerous person herself. But his findings don't prevent him from embarking on a sexually charged relationship with the cunning cougar.",Mystery,dc894b8f
Dear White People,A campus culture war between blacks and whites at a predominantly white school comes to a head when the staff of a humor magazine stages an offensive Halloween party.,Comedy,778f8f51
Ganja & Hess,"Germs from the stab of an ancient dagger turn two lovers (Duane Jones, Marlene Clark) into immortal vampires.",Horror,cb28e269
Mary and Max,A lonely Australian girl (Toni Collette) and an elderly Jewish man (Philip Seymour Hoffman) in New York develop an unlikely friendship through letters.,Drama,12ce5729
October,The lives of two 21-year-old hotel interns collide.,Drama,9f4ead44
"Sex, Party and Lies","A youth group is preparing for what will be the summer of their life, including secrets, lies, sex, confusion, evenings and holidays.",Comedy,6622fe66
The Do Over,"When two guys fake their owns deaths and assume the identify of two others, they quickly discover that those men are in deep trouble.",Comedy,e1294223
A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",Drama,8ba79aed
Boyka: Undisputed,"Boyka (Scott Adkins) accidentally kills an opponent in the ring, forcing him to question everything he's worked for. When he finds out his opponent's widow is in trouble, he becomes her champion in a series of seemingly impossible fights.",Action,61457f62
Captive,"Brian Nichols (David Oyelowo) becomes the subject of a citywide manhunt after breaking out of a courthouse jail and killing four people. His frantic escape brings him to the apartment of Ashley Smith (Kate Mara), a single mother and recovering methamphetamine addict. Held hostage by Nichols in her own home, the scared woman looks for guidance from ""The Purpose Driven Life,"" Rick Warren's best-selling, inspirational book. As she reads aloud, Ashley and her would-be killer come to a crossroad.",Mystery,f84866a7
Don't Think Twice,"Turmoil strikes a New York improv troupe (Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia) when one member leaves to star in a television show.",Comedy,5b9f7787
El Chicano,"When LAPD Detective Diego Hernandez is assigned a career-making case investigating a vicious cartel, he uncovers links to his brother's supposed suicide and a turf battle that's about to swallow his neighborhood. Torn between playing by the book and seeking justice, he resurrects the masked street legend El Chicano. Now, out to take down his childhood buddy turned gang boss, he sets off a bloody war to defend his city and avenge his brother's murder.",Action,33070443
Little Monsters,"Brian (Fred Savage) isn't scared of the monster living under the bed. On the contrary, when he gets to know the wild-eyed boogeyman, Maurice (Howie Mandel), the pair become fast friends. During the night, Maurice takes his young charge into the netherworld of monsters, where they have a great time making mischief in the lives of sleeping children. But Brian's opinion of Maurice and his freewheeling lifestyle changes when he discovers that he himself is turning into a monster.",Kids,a56d8f94
Look Who's Back,"When Adolf Hitler reawakens at the site of his former bunker 70 years later, he's mistaken for a brilliant comedian and becomes a media phenomenon.",Comedy,0047e08f
Love. Wedding. Repeat,Jack tries to make sure his little sister has the perfect wedding day.,Comedy,972e4ff7
Maysville,"After a tragic accident, Teddy Rogers is taken from his family into a life of hard labor. When he escapes to the town of Maysville, his past continues to hunt and haunt him.",Drama,66ccb1bd
Six Degrees of Separation,"Privileged art dealers Flan (Donald Sutherland) and Ouisa (Stockard Channing) are hosting a dinner party when Paul (Will Smith), a blood-soaked young man, arrives on their doorstep. He claims to be a friend of their Ivy League children, and charms his way into the house. But when the couple discover the truth about Paul and his real identity, they kick him out. As the couple trades stories with their friends about Paul, his presence proves surprisingly hard to shake.",Drama,2ce9270e
Swordfish,"There exists a world within our world. A world beneath what we call cyberspace. A world protected by firewalls, passwords and the most advanced security systems. In this world we hide our deepest secrets, our most incriminating information, and of course, a whole lot of money. This is the world of ""Swordfish."" The world's most dangerous spy is hired by the CIA to coerce a computer hacker recently released from prison to help steal $6 billion in unused government funds.",Mystery,6b235022
When I Consume You,"Siblings Daphne and Wilson Shaw practically raised one another. They've protected each other from everything life has thrown their way. Daphne's professional life is soaring and she's looking to adopt a child. Wilson is interviewing for a position at a local school, hoping to become a teacher. But Daphne has an unsettling, dangerous stalker whom she can't seem to shake, and now threatens to destroy them both. They hunt for their tormentor through the shadowy streets of Brooklyn, honing their bodies and minds for a showdown. But this foe may prove to be more than they can handle. They will break and rebuild themselves if necessary to save each other, and protect the light they know is in this world for them... if only they can persevere.",Drama,ae93f8f8
Winnie the Pooh,"Three stories inspired by A.A. Milne add up to a very busy day for Winnie the Pooh (Jim Cummings) and friends. Upon learning that Eeyore (Bud Luckey) has lost his tail, the residents of the Hundred Acre Wood start a contest to see who can find a new one for the melancholy donkey -- with a pot of honey going to the winner. Amid the goings-on, Owl (Craig Ferguson) mistakenly relates the news that Christopher Robin has been abducted. However, all ends well when Pooh finds a land of sweet delights.",Kids,364d66da
Without a Paddle,"After their friend Billy (Anthony Starr) dies, Tom (Dax Shepard), Jerry (Matthew Lillard) and Dan (Seth Green) go on a camping trip to honor his memory. The campsite, however, has special significance. Billy believed famous airplane hijacker D.B. Cooper hid money in the area, and his friends aim to find it. Unfortunately, they are not prepared for the adventure. After falling over a waterfall, they are left to the mercy of wild animals and a harsh wilderness terrain.",Comedy,78a9035a
Clive Barker's Book of Blood,"Mary Florescu (Sophie Ward) and Reg Fuller (Paul Blair), experts in the supernatural, are enlisted to probe strange happenings at a family's home. Joining them is Simon McNeal (Jonas Armstrong), a young student who has a gift for interacting with the spirit world. After staying the night in the eerie dwelling, they discover indecipherable writing on the walls, and Simon finds strange scars all over his body. As their investigation continues, the nightmare deepens.",Horror,81acfb03
Concrete Cowboy,"The film follows 15-year-old Cole, who's forced to live with his estranged father Harper in North Philadelphia, where, despite the surrounding poverty and violence, he discovers the redemptive world of urban horseback riding.",Drama,f4c2f2f4
Dennis the Menace,"Mischievous Dennis Mitchell (Mason Gamble) makes the life of neighbor George Wilson (Walter Matthau) miserable with his overactive energy and inadvertent troublemaking. Because his parents must leave town for work and can't find a baby sitter for Dennis, they ask George and his wife, Martha (Joan Plowright), to take care of him. But when burglar Switchblade Sam (Christopher Lloyd) breaks in to steal George's gold coin collection, he takes Dennis as a hostage, and crusty George must save the boy.",Kids,9452fedf
Her Smell,Becky Something is a talented but self-destructive musician who seems determined to alienate everyone around her -- even at the cost of her own band's success.,Drama,2b69350f
One for the Money,"New Jersey native Stephanie Plum (Katherine Heigl) has plenty of attitude, even if she is broke after six months of unemployment. Desperate for money, Stephanie convinces her cousin to give her a job as a recovery agent with his bail-bond company. What she lacks in experience she makes up for in moxie, and she intends to bring in her cousin's biggest bail-jumper: Joe Morelli (Jason O'Mara), a former vice cop and murder suspect who broke Stephanie's heart when she was in high school.",Action,1dc27542
Popeye,"Looking for the father (Ray Walston) who deserted him as a baby, a sailor named Popeye (Robin Williams) journeys to the port town of Sweethaven. Popeye befriends an assortment of eccentrics and falls in love with Olive Oyl (Shelley Duvall), who already has a suitor, the bully Bluto (Paul L. Smith). Popeye also discovers an abandoned baby, Swee'Pea, whom he raises as his own. But when the spurned Bluto kidnaps Olive and the child, Popeye takes action, with the help of his magic spinach.",Kids,aa3da68c
Red Hill,A rookie cop (Ryan Kwanten) must contend with an escaped murderer (Tom E. Lewis) who has come to town seeking revenge.,Action,fde59fd7
Sisters,"When their parents decide to sell their home, siblings Maura (Amy Poehler) and Kate (Tina Fey) learn that they have one weekend to clean out the junk from their old bedroom. Unhappy with the news, the recently divorced Maura and her hotheaded sister make plans to throw one final bash to recapture their glory days with their former classmates. As the raging party begins to spiral out of control, the gals soon realize that there may not be a house left once the dust settles.",Comedy,e05e199f
Slap Shot,"In the small New England town of Charlestown, the local mill is about to lay off 10,000 workers. The town's minor league hockey team, the Charlestown Chiefs, is doing no better. After years of failure, this will be the team's last season. Exasperated player and coach Reggie Dunlop (Paul Newman) lets the club's recent acquisitions, the Hanson Brothers, play. The brothers' actively violent and thuggish style of play excites the fans. Dunlop retools the team, using violence to draw big crowds.",Comedy,e806d609
The Rhythm Section,"Stephanie Patrick veers down a path of self-destruction after a tragic plane crash kills her family. When Stephanie discovers it wasn't an accident, she turns to a former CIA operative who can help her find the culprits. But her quest to uncover the truth soon turns into a full-blown quest for revenge as Patrick decides to punish those responsible.",Action,160a6f35
The White Ribbon,"Using their social status and harsh punishments, a baron (Ulrich Tukur), a doctor (Rainer Bock) and a pastor (Burghart Klaussner) rule over a small German village. One day, the doctor falls off his horse after it trips over a wire strung between two trees. More pranks follow, seemingly without reason, all directed at the village's upper class and growing increasingly more brutal with time. There are no suspects, but a local schoolteacher (Christian Friedel) has his suspicions.",Drama,1b79d8aa
FeardotCom,"When four bodies are discovered among the industrial decay and urban grime of New York City, brash young detective Mike Reilly (Stephen Dorff) teams with ambitious Department of Health researcher Terry Huston (Natascha McElhone) to uncover the cause behind their violent and inexplicable deaths. The only common factor shared by the victims? Each died exactly 48 hours after logging on to feardot.com.",Horror,ac01116b
Mojave,"A down-and-out artist (Garrett Hedlund) has a dangerous and shocking encounter with an evil drifter (Oscar Isaac) in the desert, leading to terrifying consequences when the deadly stranger follows his unsuspecting victim home.",Mystery,86a847d1
Nobody Sleeps in the Woods Tonight 2,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",Horror,14b11ffb
Shrooms,Wasted college students meet grisly ends during a camping trip in Ireland.,Horror,f5da80c1
The Mustang,A violent convict is given the chance to participate in a rehabilitation therapy program centered around the training of wild mustangs.,Drama,96f09e0d
The Wasteland,The tranquility of a family that lives isolated from society is suddenly disturbed by a horrific creature that would put the bounds that tights them to test.,Horror,e8f60d30
Two Ways Home,"Soul-touching and moving, TWO WAYS HOME compassionately follows Kathy (Tanna Frederick), a woman newly diagnosed with bipolar disorder who is released from prison on good behavior and returns to her country home in Iowa to reconnect with her estranged 12-year-old daughter (Rylie Behr) and her cantankerous elderly grandfather (Tom Bower). Her return home is turbulent and a rough, unwelcome transition in which Kathy must come to terms with her diagnosis and its implications on her identity, while also realizing that her family was happier when she was gone. Conflict with her family intensifies as she struggles to keep her head above water, putting her self-worth and well-being to the ultimate test.",Drama,4d9d4896
UglyDolls,"In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child. Soon, the UglyDolls learn what it means to be different -- ultimately realizing that they don't have to be perfect to be amazing.",Kids,a7163952
A Separation,"When Nader (Payman Maadi), a bank employee, refuses to leave Tehran, his wife, Simin (Leila Hatami) sues for divorce in the hope that she can make a better life for their young daughter abroad. Needing someone to care for his senile father while he's at work, Nader hires Razieh (Sareh Bayat), a married woman whose chador hides her pregnancy. One day, after becoming angry with Razieh, Nader shoves her, and she has a miscarriage, leading Razieh's husband to take Nader to court.",Drama,618443d6
Batman Vs. Teenage Mutant Ninja Turtles,"Batman and his allies team up with the turtles to battle Shredder, Ra's Al Ghul, and The League of Assassins.",Action,f6c64c22
Dark Water,"In this moody Japanese horror film, newly-single mom Yoshimi Matsubara (Hitomi Kuroki) is enduring a bitter divorce and struggling to keep custody of her young daughter, Ikuko (Rio Kanno). As the unstable Yoshimi tries to make a fresh start in a new apartment, strange occurrences in the building gradually begin to take their toll. When Yoshimi and Ikuko both start seeing unsettling visions of a ghostly little girl, it's clear that they're being drawn toward the supernatural.",Horror,27b6a9ab
Hostel Part III,Terror and torture await four friends when they attend a bachelor party in Las Vegas.,Horror,74068b86
Miracle in Cell No. 7,"Inmates at a Korean prison join forces to protect a comrade and his young daughter, who cannot bear to be separated for even a moment.",Comedy,2226ad0c
Tenebrae,"Visiting Rome on a promotional tour for his new novel, writer Peter Neal (Anthony Franciosa) is pulled into a murder mystery as someone familiar with his work begins a series of killings. While the police look into the crimes, Neal investigates on his own, aided by his beautiful assistant, Anne (Daria Nicolodi), and a tenacious young local named Gianni (Christian Borromeo). As the murderer brutally dispatches of other victims, Neal gets closer to discovering the psychopath's identity.",Horror,cc594c87
The Curse of Halloween Jack,All hell breaks loose when the serial killer Halloween Jack is resurrected from the dead by a notorious cult.,Horror,59d2c81e
The Legend of Sleepy Hollow,"Ichabod Crane (Brent Carver) searches for the truth behind the legend of the Headless Horseman, while trying to win the affections of a farmer's daughter (Rachelle Lefavre).",Mystery,713fe647
A Taxi Driver,"In 1980, a foreign journalist hires a down-on-his-luck taxi driver to take him to Gwangju, South Korea. They soon arrive to find a city under siege by student protesters and the military.",Action,55d01097
Astro Boy,"In futuristic Metro City, a brilliant scientist named Tenma builds Astro Boy (Freddie Highmore), a robotic child with superstrength, X-ray vision and the ability to fly. Astro Boy sets out to explore the world and find acceptance, learning what being human is all about in the process. Finding that his friends and family in Metro City are in danger, he uses his incredible powers to save all that he loves.",Kids,01c4fe3a
Beasts of the Southern Wild,"Six-year-old Hushpuppy (Quvenzhané Wallis) lives with her father, Wink (Dwight Henry), in a remote Delta community. Wink is a stern taskmaster, but he is preparing his young daughter for the end of the world. When Wink falls mysteriously ill, nature seems to fall ill with him. Temperatures rise, the ice caps melt and fearsome prehistoric beasts called aurochs run loose. Rising waters threaten to engulf their community, sending Hushpuppy in search of her long-lost mother.",Drama,6273ba7d
Carriers,"When a virus threatens to wipe out humanity, Danny (Lou Taylor Pucci), his brother Brian (Chris Pine), and their friends Bobby (Piper Perabo) and Kate (Emily VanCamp) set out across the desert in the Southwest, trying to elude the pandemic. Over the course of several days, the four friends learn that the darkness within themselves may prove deadlier than any microbe.",Horror,d31e758e
Colombiana,"In 1992 Bogota, a little girl (Amandla Stenberg) watches crime lord Don Luis (Beto Benites) and his henchman Marco (Jordi Mollà) murder her parents. Fifteen years later, the now-grown Cataleya (Zoe Saldana), who is named for a Colombian orchid, works as a contract killer for her Chicago-based uncle (Cliff Curtis). Leaving a lipstick drawing of her namesake on every victim, Cataleya carries out her assignments with cold, frightening efficiency and dreams of avenging her family.",Action,dc0c6175
Hard Target,"Chance Boudreaux (Jean-Claude Van Damme), a sailor skilled in martial arts, is employed to guard Natasha Binder (Yancy Butler) as she tracks down her father, an itinerant Vietnam veteran living in New Orleans named Douglas (Chuck Pfarrer). They soon uncover a sinister group of wealthy men who hunt the homeless for sport, paying them $10,000 if they can survive a crosstown journey. When Chance discovers that Natasha's father was one of their victims, he decides to destroy the evil hunters.",Action,e696d882
Hoosiers,"Failed college coach Norman Dale (Gene Hackman) gets a chance at redemption when he is hired to direct the basketball program at a high school in a tiny Indiana town. After a teacher (Barbara Hershey) persuades star player Jimmy Chitwood to quit and focus on his long-neglected studies, Dale struggles to develop a winning team in the face of community criticism for his temper and his unconventional choice of assistant coach: Shooter (Dennis Hopper), a notorious alcoholic.",Drama,9847d72c
The Etruscan Smile,"Rory, a rugged Scotsman, reluctantly leaves his beloved Hebridean island and travels to San Francisco to seek medical treatment. Moving in with his estranged son, Rory sees his life transformed through a newly found bond with his grandson.",Drama,01d0db69
Barb Wire,"A sexy nightclub owner, Barb Wire (Pamela Anderson Lee) moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire (Victoria Rowell) wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood (Temuera Morrison), who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",Action,ce93cce7
Daughters of Darkness,"Newlyweds stop at a posh French hotel on their way to England. They meet a beautiful red-lipped woman whom the hotel owner swears had been there 40 years ago, even though she hasn't aged. She introduces herself as Countess of Bathory and folks begin to wonder.",Horror,d727164b
Halfaouine,"Noura (Selim Boughedir) is in the throes of puberty, and it's making life difficult for him in his Tunisian town, where the lives of men and women are kept utterly separate. The boy finds himself accepted in neither world. He is not yet a man, and his interest in the female body has gotten him banned from the women's baths. Soon the sexually precocious 12-year-old is peeping on his female neighbor, salivating over his family's new servant and befriending local pariah Salih (Mohamed Driss).",Drama,99221093
Iron Mask,"To save his homeland from certain doom, a kung fu master must escape from the maniacal James Hook in order to send his daughter a secret talisman that will allow her to control a massive and mythical dragon.",Action,037a31b5
Locked Down,"Just as they decide to separate, Linda and Paxton find life has other plans when they are stuck at home in a mandatory lockdown. Co-habitation is proving to be a challenge, but it will bring them closer together in the most surprising way.",Comedy,16257973
Marnie,"Mark Rutland (Sean Connery) is a customer of one Mr. Strutt, whose business was robbed by his secretary, the mysterious Marnie Edgar (Tippi Hedren). When Marnie applies for a job with Mark, with the intention of stealing from him, Mark -- who is obsessively in love with her -- blackmails her into marrying him. However, he soon discovers that she has severe psychological issues regarding men, thunderstorms and the color red, and resolves to help her come to terms with her past trauma.",Mystery,619834a4
Sheng Wang: Sweet & Juicy,"The comic delivers a laid-back set on juicing, mammograms, snoring, and the existential angst of buying pants at Costco.",Comedy,2ab596a7
Starfish,A woman grieves over the loss of her best friend as the world comes to an end.,Drama,7db1cdad
Starry Eyes,A woman's pursuit of Hollywood stardom puts her on a collision course with a satanic cult.,Horror,81b1558e
The Bonfire of the Vanities,"In this adaptation of the Tom Wolfe novel, powerful Wall Street executive Sherman McCoy (Tom Hanks) is riding with his greedy girlfriend, Maria (Melanie Griffith), when she makes a wrong turn and winds up in the Bronx. There, she runs over a black boy and drives off without reporting it. When alcoholic tabloid reporter Peter Fallow (Bruce Willis) discovers the story, he knows it will be scandalous and riles up New Yorkers with his coverage of the case, which soon goes to trial.",Comedy,d9042939
The Dead Center,A psychiatrist's sanity is pushed to the edge when a patient with amnesia insists he has died and has come back from the other side with something terrible.,Mystery,d898d7a9
The Miseducation of Cameron Post,"In 1993 after teenage Cameron is caught in the backseat of a car with the prom queen, she is sent away to a treatment center in a remote area called God's Promise. While she is being subjected to questionable gay conversion therapies, she bonds with some fellow residents as they pretend to go along with the process while waiting to be released.",Drama,ad694435
The Princess Diaries 2: Royal Engagement,"Mia (Anne Hathaway), still coming to terms with her life as a princess, graduates from Princeton. She returns to Genovia, and her best friend, Lilly (Heather Matarazzo), goes with her. When they arrive, Mia's grandmother (Julie Andrews) informs her that Mia cannot become queen unless she is married within 30 days. Nicholas Devereaux (Chris Pine) is one of her top suitors, though he is more interested in the crown than Mia. But when Nicholas realizes he loves Mia, he decides not to pursue her.",Kids,0d727f55
Toni Erdmann,A film by Maren Ade.,Comedy,9f01a04d
A Thousand Little Cuts,"An injured young woman wakes up in the hospital without any recollection of how or why she's there. As a clever psychologist takes her back through memories and incidents leading up to a traumatic event, an impatient police detective pushes for answers. As facts begin to surface, her subconscious continues to prevent her from remembering.",Mystery,553533d2
American Mary,Mary Mason (Katharine Isabelle) is lured into a world of freakish surgeries for easy money.,Horror,86b6f6bd
Doll House,An evil entity stores the souls of children inside a haunted dollhouse.,Horror,c585e088
Going in Style,"Lifelong buddies Willie (Morgan Freeman), Joe (Michael Caine) and Albert (Alan Arkin) decide to buck retirement and step off the straight-and-narrow when their pension funds become a corporate casualty. Desperate to pay the bills and come through for their loved ones, the three men risk it all by embarking on a daring adventure to knock off the very bank that absconded with their money.",Comedy,3ff0fe21
Heathers: The Musical,"Welcome to Westerberg High, where Veronica Sawyer is just another one of the nobodies dreaming of a better day. But when she's unexpectedly taken under the wings of the three beautiful and impossibly cruel Heathers, her dreams of popularity finally start to come true. Until JD shows up -- the mysterious teen rebel who teaches her that everyone fears being a nobody, but its murder being a somebody...",Comedy,637be5c5
Life in a Year,"Daryn, a high-school track star, scholar and aspiring rapper, learns that his girlfriend is sick. He soon plans to give her a life's worth of experiences in the last year she has left, and what he receives in return will last him a lifetime.",Drama,10677457
Newsies,"In this musical, homeless New York City newsboy Jack ""Cowboy"" Kelly (Christian Bale) befriends two newcomers to his trade, brothers David (David Moscow) and Les Jacobs (Luke Edwards). When publisher Joseph Pulitzer (Robert Duvall) sets new rules that make it harder for the young newspaper salesmen to make a buck, the boys go on strike. Bryan Denton (Bill Pullman), a journalist who's sympathetic to their plight, gives them some tips in public relations, as the newsboys' battle grips the city.",Kids,d9b7f85f
The Great Dictator,"After dedicated service in the Great War, a Jewish barber (Charles Chaplin) spends years in an army hospital recovering from his wounds, unaware of the simultaneous rise of fascist dictator Adenoid Hynkel (also Chaplin) and his anti-Semitic policies. When the barber, who bears a remarkable resemblance to Hynkel, returns to his quiet neighborhood, he is stunned by the brutal changes and recklessly joins a beautiful girl (Paulette Goddard) and her neighbors in rebelling.",Comedy,3d3d3c55
The Lunchbox,"Lonely housewife Ila (Nimrat Kaur) decides to try adding some spice to her stale marriage by preparing a special lunch for her neglectful husband. Unfortunately, the delivery goes astray and winds up in the hands of Saajan (Irrfan Khan), an irritable widower. Curious about her husband's lack of response, Ila adds a note to the next day's lunchbox, and thus begins an unusual friendship in which Saajan and Ila can talk about their joys and sorrows without ever meeting in person.",Drama,e9d5c825
The Package,"When four teenage friends go on a camping trip during spring break, an unfortunate accident sets off a race against time to save one's most prized possession.",Comedy,aab0d904
Wes Craven Presents: Dracula 2000,"Long ago, Abraham Van Helsing (Christopher Plummer) imprisoned the infamous Count Dracula (Gerard Butler) within a vault inside Carfax Abbey. In the present day, Van Helsing relies on Dracula's immortal blood to remain alive. But then thieves breaks into the vault and steal the vampire's coffin, thinking it contains something valuable. Liberated from his prison, Dracula seizes the opportunity to escape, but Van Helsing sets out to banish him to the crypt once again.",Horror,461e1c45
Women on the Verge of a Nervous Breakdown,"When Pepa Marcos' (Carmen Maura) lover Ivan (Fernando Guillén) suddenly leaves her without any explanation, she embarks on a strange journey to discover why. On the way she meets a variety of eccentric characters, including Ivan's son from a previous relationship (Antonio Banderas), his fiancee Marissa (Rossy de Palma) and a Shiite terrorist cell who have been secretly holding her best friend Candela (María Barranco) hostage. It's a film noir take on the romantic comedy.",Comedy,37bc0230
World Trade Center,"Two Port Authority officers, Sgt. John McLoughlin (Nicolas Cage) and Officer Will Jimeno (Michael Peña), become trapped in the rubble of the World Trade Center after going in to help people escape from the buildings during the terrorist attacks of Sept. 11, 2001.",Drama,cf152969
Yara,"The murder of 13-year-old Yara Gambirasio upsets the town of Brembate di Sopra. To bring the culprit to justice, the prosecutor Letizia Ruggeri has traces of DNA as her only clue.",Drama,fd10df87
45 Years,"As their 45th wedding anniversary approaches, a woman (Charlotte Rampling) learns that her husband (Tom Courtenay) was once engaged to someone else.",Drama,2c49c13f
